# M nu z R Re N Naem box snap
3.833466e+14 3.369533e+00 0.40 1.787851e-03 5.621039e-02 4.35474330e+02 4.34697156e+02 32 6
6.045081e+14 3.762799e+00 0.40 -1.020277e-01 1.028590e-01 8.40641915e+01 9.36155734e+01 32 6
9.861992e+14 4.259574e+00 0.40 -4.592106e-02 2.617442e-01 1.30067808e+01 1.36328141e+01 32 6
1.766200e+15 4.975205e+00 0.40 -1.384071e-01 8.624355e-01 1.00033107e+00 1.16102525e+00 32 6
2.361200e+15 5.392935e+00 0.40 2.020589e+01 2.122663e+01 1.00026398e+00 4.71691543e-02 32 6
8.517164e+12 1.456443e+00 0.25 7.131466e-03 5.491226e-03 2.67345230e+05 2.65452167e+05 32 7
1.376827e+13 1.581853e+00 0.25 -2.918785e-03 6.362682e-03 1.59298169e+05 1.59764487e+05 32 7
2.220501e+13 1.723361e+00 0.25 -4.600486e-04 7.331385e-03 9.32449465e+04 9.32878635e+04 32 7
3.580475e+13 1.884373e+00 0.25 8.229753e-03 8.910034e-03 5.27368750e+04 5.23064062e+04 32 7
5.768612e+13 2.068103e+00 0.25 3.094589e-03 1.052397e-02 2.78608942e+04 2.77749422e+04 32 7
9.303036e+13 2.279510e+00 0.25 5.714201e-03 1.386605e-02 1.37863075e+04 1.37079774e+04 32 7
1.494712e+14 2.521403e+00 0.25 -8.281415e-03 1.733929e-02 6.07880017e+03 6.12956161e+03 32 7
2.416113e+14 2.805405e+00 0.25 2.367051e-02 2.639290e-02 2.45483247e+03 2.39806896e+03 32 7
3.838682e+14 3.123805e+00 0.25 -3.273706e-02 4.004369e-02 7.56823501e+02 7.82438230e+02 32 7
6.148512e+14 3.501956e+00 0.25 5.957017e-02 7.827883e-02 2.11159125e+02 1.99287533e+02 32 7
1.028244e+15 3.990708e+00 0.25 -2.252507e-01 1.479232e-01 2.80141369e+01 3.61589722e+01 32 7
1.704700e+15 4.566431e+00 0.25 -2.707781e-01 4.206027e-01 3.00102105e+00 4.11537440e+00 32 7
3.113700e+15 5.408367e+00 0.25 3.068221e+00 4.072199e+00 1.00021275e+00 2.45859996e-01 32 7
8.527184e+12 1.349276e+00 0.10 6.858055e-03 5.365920e-03 2.86579538e+05 2.84627547e+05 32 8
1.378420e+13 1.465465e+00 0.10 -1.312766e-04 5.984396e-03 1.74844998e+05 1.74867954e+05 32 8
2.222100e+13 1.596448e+00 0.10 -1.600947e-05 7.122856e-03 1.04764446e+05 1.04766123e+05 32 8
3.587884e+13 1.746061e+00 0.10 1.207711e-02 8.418471e-03 6.14042167e+04 6.06714804e+04 32 8
5.786815e+13 1.916753e+00 0.10 1.319741e-02 9.957370e-03 3.40038252e+04 3.35609080e+04 32 8
9.329791e+13 2.112625e+00 0.10 -2.010035e-03 1.252971e-02 1.74130970e+04 1.74481684e+04 32 8
1.499931e+14 2.337183e+00 0.10 1.467391e-02 1.615258e-02 8.46216014e+03 8.33978291e+03 32 8
2.417590e+14 2.598826e+00 0.10 1.394023e-03 2.197351e-02 3.56055569e+03 3.55559910e+03 32 8
3.832372e+14 2.892249e+00 0.10 3.430412e-02 3.336277e-02 1.34146146e+03 1.29697005e+03 32 8
6.136063e+14 3.242006e+00 0.10 2.931135e-02 5.612078e-02 3.93296839e+02 3.82097058e+02 32 8
9.744168e+14 3.645098e+00 0.10 9.677481e-02 1.179265e-01 9.20484395e+01 8.39264716e+01 32 8
1.464356e+15 4.058910e+00 0.10 -2.676392e-01 2.424387e-01 9.00344865e+00 1.22937338e+01 32 8
2.499267e+15 4.704213e+00 0.10 1.920886e+00 1.684717e+00 3.00075760e+00 1.02734493e+00 32 8
3.844800e+15 5.327451e+00 0.10 2.448035e+01 2.550527e+01 1.00018048e+00 3.92530127e-02 32 8
8.532228e+12 1.282776e+00 0.00 4.547232e-03 5.305032e-03 2.97721051e+05 2.96373373e+05 32 9
1.379052e+13 1.393212e+00 0.00 2.493194e-03 5.749338e-03 1.84741219e+05 1.84281769e+05 32 9
2.225280e+13 1.518012e+00 0.00 1.346702e-03 6.931279e-03 1.12220944e+05 1.12070019e+05 32 9
3.590334e+13 1.660057e+00 0.00 9.805429e-03 8.183679e-03 6.67800165e+04 6.61315681e+04 32 9
5.786631e+13 1.822091e+00 0.00 1.385163e-02 9.665883e-03 3.79787419e+04 3.74598617e+04 32 9
9.339739e+13 2.008749e+00 0.00 1.176268e-02 1.177912e-02 2.03085345e+04 2.00724290e+04 32 9
1.503848e+14 2.223033e+00 0.00 2.260030e-02 1.547172e-02 1.01980419e+04 9.97265684e+03 32 9
2.420305e+14 2.471126e+00 0.00 8.651323e-03 2.012632e-02 4.50802793e+03 4.46936203e+03 32 9
3.872964e+14 2.756313e+00 0.00 3.709511e-02 2.951531e-02 1.80394921e+03 1.73942505e+03 32 9
6.224168e+14 3.092835e+00 0.00 3.712924e-02 4.835830e-02 5.78431745e+02 5.57723881e+02 32 9
9.969651e+14 3.485713e+00 0.00 8.146634e-02 9.410875e-02 1.48076546e+02 1.36922011e+02 32 9
1.517720e+15 3.895889e+00 0.00 -1.389225e-01 1.891141e-01 2.00074527e+01 2.32353674e+01 32 9
2.840575e+15 4.637922e+00 0.00 6.941960e-01 8.454338e-01 4.00091416e+00 2.36154150e+00 32 9
4.010800e+15 5.128003e+00 0.00 7.522684e+00 8.531019e+00 1.00017463e+00 1.17354424e-01 32 9
9.042560e+12 3.608102e+00 3.00 5.385555e-03 1.501496e-02 7.79469912e+03 7.75294521e+03 33 0
1.447197e+13 3.925842e+00 3.00 -1.980710e-02 2.424650e-02 2.01337148e+03 2.05405638e+03 33 0
2.313272e+13 4.285249e+00 3.00 7.173234e-02 5.500112e-02 4.62835917e+02 4.31857751e+02 33 0
3.644793e+13 4.681094e+00 3.00 4.552144e-02 1.237959e-01 7.05171221e+01 6.74468449e+01 33 0
6.354550e+13 5.240620e+00 3.00 -1.595751e-01 3.417532e-01 6.02865129e+00 7.17333704e+00 33 0
8.792033e+13 5.612536e+00 3.00 5.502238e+00 3.750379e+00 3.01110713e+00 4.63087808e-01 33 0
9.176264e+12 2.735555e+00 2.00 1.646417e-02 8.245428e-03 5.60498293e+04 5.51419625e+04 33 1
1.472187e+13 2.978101e+00 2.00 8.924114e-03 1.051685e-02 2.24002384e+04 2.22021043e+04 33 1
2.352394e+13 3.250943e+00 2.00 7.052404e-03 1.508497e-02 7.88537321e+03 7.83015182e+03 33 1
3.756996e+13 3.561273e+00 2.00 -5.505231e-03 2.398310e-02 2.31256500e+03 2.32536668e+03 33 1
5.988519e+13 3.914519e+00 2.00 3.791830e-02 4.748643e-02 5.72852006e+02 5.51923984e+02 33 1
9.448840e+13 4.310512e+00 2.00 7.868760e-02 1.026584e-01 1.05367540e+02 9.76812376e+01 33 1
1.526422e+14 4.790997e+00 2.00 -2.321643e-01 2.541822e-01 9.02164503e+00 1.17494472e+01 33 1
2.203200e+14 5.210904e+00 2.00 1.815504e-01 1.182706e+00 1.00180535e+00 8.47873560e-01 33 1
9.271778e+12 1.883971e+00 1.00 -4.642743e-03 5.559500e-03 1.88191956e+05 1.89069758e+05 33 2
1.490135e+13 2.051826e+00 1.00 4.999913e-05 6.688425e-03 1.02221904e+05 1.02216793e+05 33 2
2.393541e+13 2.242246e+00 1.00 -6.515623e-03 8.405422e-03 5.16872699e+04 5.20262533e+04 33 2
3.836951e+13 2.458442e+00 1.00 -7.809060e-03 1.009481e-02 2.42618961e+04 2.44528499e+04 33 2
6.130075e+13 2.704063e+00 1.00 -1.011872e-02 1.430299e-02 1.02370249e+04 1.03416694e+04 33 2
9.789091e+13 2.985949e+00 1.00 1.954683e-02 2.001400e-02 3.87514787e+03 3.80085325e+03 33 2
1.567336e+14 3.313222e+00 1.00 -2.716445e-02 3.329967e-02 1.12664800e+03 1.15810735e+03 33 2
2.503023e+14 3.690809e+00 1.00 4.375257e-05 6.452885e-02 2.74447773e+02 2.74435766e+02 33 2
4.018826e+14 4.136301e+00 1.00 -7.143482e-02 1.425218e-01 4.30485500e+01 4.63602888e+01 33 2
5.852900e+14 4.544325e+00 1.00 -7.980444e-01 2.021531e-01 1.00084194e+00 4.95575197e+00 33 2
9.282507e+12 1.761496e+00 0.85 -4.543904e-03 5.394049e-03 2.12379467e+05 2.13348904e+05 33 3
1.493263e+13 1.918786e+00 0.85 -4.730340e-03 6.252998e-03 1.18637341e+05 1.19201203e+05 33 3
2.396125e+13 2.096484e+00 0.85 -6.417803e-03 7.803883e-03 6.28178257e+04 6.32235822e+04 33 3
3.839371e+13 2.298441e+00 0.85 -8.206538e-03 9.442546e-03 3.10414854e+04 3.12983364e+04 33 3
6.147087e+13 2.529213e+00 0.85 -2.740857e-03 1.246962e-02 1.40967563e+04 1.41354996e+04 33 3
9.846463e+13 2.794797e+00 0.85 -1.389019e-02 1.744531e-02 5.56981422e+03 5.64826978e+03 33 3
1.566038e+14 3.096620e+00 0.85 1.627288e-02 2.709382e-02 1.94657850e+03 1.91540927e+03 33 3
2.516871e+14 3.454655e+00 0.85 -1.551067e-02 4.711299e-02 5.12833146e+02 5.20912854e+02 33 3
4.004484e+14 3.863215e+00 0.85 -4.799891e-02 9.655666e-02 1.00113226e+02 1.05160831e+02 33 3
5.949275e+14 4.265748e+00 0.85 -4.351290e-01 1.985334e-01 8.00665037e+00 1.41742993e+01 33 3
9.292893e+12 1.641635e+00 0.70 -8.081467e-04 5.260695e-03 2.36664602e+05 2.36856016e+05 33 4
1.495207e+13 1.788297e+00 0.70 -9.248221e-03 6.002071e-03 1.35086190e+05 1.36347159e+05 33 4
2.397984e+13 1.953734e+00 0.70 -4.625327e-03 7.227637e-03 7.47319868e+04 7.50792529e+04 33 4
3.846943e+13 2.142462e+00 0.70 -1.951927e-03 8.913085e-03 3.88903172e+04 3.89663767e+04 33 4
6.171429e+13 2.358582e+00 0.70 -7.691215e-03 1.128786e-02 1.85421413e+04 1.86858582e+04 33 4
9.894722e+13 2.606869e+00 0.70 -7.154711e-03 1.504172e-02 8.00192673e+03 8.05959077e+03 33 4
1.577432e+14 2.890067e+00 0.70 -1.745853e-02 2.194828e-02 2.96192700e+03 3.01455672e+03 33 4
2.522270e+14 3.220573e+00 0.70 2.611061e-02 3.647563e-02 9.54548083e+02 9.30258465e+02 33 4
3.967723e+14 3.591482e+00 0.70 -7.226178e-02 6.770100e-02 2.05233790e+02 2.21219505e+02 33 4
6.155451e+14 4.009432e+00 0.70 -5.103672e-02 1.598141e-01 3.50283324e+01 3.69122104e+01 33 4
1.015400e+15 4.570795e+00 0.70 -7.364826e-01 2.637751e-01 1.00054777e+00 3.79689470e+00 33 4
9.305007e+12 1.525165e+00 0.55 -4.773877e-04 4.990857e-03 2.58721283e+05 2.58844852e+05 33 5
1.496903e+13 1.661385e+00 0.55 -9.609203e-03 5.747680e-03 1.51585468e+05 1.53056216e+05 33 5
2.405580e+13 1.815801e+00 0.55 -1.040122e-03 6.936492e-03 8.70794187e+04 8.71700863e+04 33 5
3.861705e+13 1.991520e+00 0.55 -5.262378e-03 8.303427e-03 4.69620543e+04 4.72104937e+04 33 5
6.195716e+13 2.192530e+00 0.55 -3.294867e-03 1.064061e-02 2.38194717e+04 2.38982131e+04 33 5
9.922367e+13 2.422824e+00 0.55 -1.648843e-02 1.301887e-02 1.08634705e+04 1.10455951e+04 33 5
1.584509e+14 2.687121e+00 0.55 -3.013243e-03 1.921972e-02 4.50149098e+03 4.51509606e+03 33 5
2.521410e+14 2.991152e+00 0.55 -2.123346e-02 2.704109e-02 1.52948108e+03 1.56266179e+03 33 5
4.021396e+14 3.346943e+00 0.55 3.756014e-02 5.327583e-02 4.47504440e+02 4.31304582e+02 33 5
6.361976e+14 3.755731e+00 0.55 -6.124515e-02 1.081330e-01 8.20646887e+01 8.74186574e+01 33 5
9.597617e+14 4.182078e+00 0.55 -4.828423e-01 2.102988e-01 6.00343431e+00 1.16085172e+01 33 5
1.446900e+15 4.675414e+00 0.55 1.609790e-01 1.162114e+00 1.00041554e+00 8.61699946e-01 33 5
9.311618e+12 1.412791e+00 0.40 2.983733e-03 4.832105e-03 2.79533463e+05 2.78701891e+05 33 6
1.497523e+13 1.538899e+00 0.40 -4.865968e-03 5.517465e-03 1.67945547e+05 1.68766760e+05 33 6
2.407598e+13 1.682072e+00 0.40 -5.082438e-03 6.476714e-03 9.85374571e+04 9.90408260e+04 33 6
3.862185e+13 1.844599e+00 0.40 -1.370032e-03 7.859592e-03 5.56358298e+04 5.57121572e+04 33 6
6.192746e+13 2.030527e+00 0.40 -5.101088e-03 9.501484e-03 2.94448089e+04 2.95957796e+04 33 6
9.913198e+13 2.243579e+00 0.40 3.648383e-03 1.253716e-02 1.46030680e+04 1.45499841e+04 33 6
1.593593e+14 2.492038e+00 0.40 8.039303e-03 1.658395e-02 6.49105903e+03 6.43929161e+03 33 6
2.547725e+14 2.777205e+00 0.40 -2.429934e-02 2.480786e-02 2.40987809e+03 2.46989490e+03 33 6
4.074587e+14 3.109990e+00 0.40 3.342056e-03 3.933179e-02 7.81872381e+02 7.79268024e+02 33 6
6.512101e+14 3.499471e+00 0.40 -5.851765e-02 7.457719e-02 1.77137117e+02 1.88147039e+02 33 6
9.943665e+14 3.910253e+00 0.40 -2.682593e-01 1.560571e-01 2.30128060e+01 3.14493985e+01 33 6
1.618525e+15 4.467595e+00 0.40 2.640692e-01 6.307929e-01 4.00152296e+00 3.16558843e+00 33 6
9.318553e+12 1.305815e+00 0.25 5.410552e-03 4.657399e-03 2.97668639e+05 2.96066754e+05 33 7
1.499791e+13 1.422582e+00 0.25 2.978114e-03 5.420663e-03 1.83601290e+05 1.83056128e+05 33 7
2.409824e+13 1.554776e+00 0.25 -4.787324e-03 6.161699e-03 1.09755794e+05 1.10283758e+05 33 7
3.868126e+13 1.705225e+00 0.25 3.058423e-03 7.549785e-03 6.43304135e+04 6.41342638e+04 33 7
6.206253e+13 1.877378e+00 0.25 -9.121130e-04 8.921123e-03 3.55119131e+04 3.55443335e+04 33 7
9.955806e+13 2.075350e+00 0.25 7.859346e-03 1.143543e-02 1.85942607e+04 1.84492615e+04 33 7
1.599567e+14 2.304987e+00 0.25 4.882420e-03 1.447166e-02 8.79935505e+03 8.75660164e+03 33 7
2.548617e+14 2.566789e+00 0.25 -1.295968e-02 2.137463e-02 3.62983932e+03 3.67749852e+03 33 7
4.081305e+14 2.875290e+00 0.25 2.041434e-02 3.147477e-02 1.33248483e+03 1.30582723e+03 33 7
6.478817e+14 3.229809e+00 0.25 4.401872e-02 5.905750e-02 3.84298670e+02 3.68095575e+02 33 7
9.891252e+14 3.608592e+00 0.25 4.754396e-02 1.209030e-01 7.90441674e+01 7.54566593e+01 33 7
1.600100e+15 4.115571e+00 0.25 -3.969439e-01 2.452288e-01 6.00230492e+00 9.95314598e+00 33 7
2.450100e+15 4.647009e+00 0.25 4.059763e-01 1.407351e+00 1.00027553e+00 7.11445507e-01 33 7
9.325013e+12 1.205548e+00 0.10 6.557859e-03 4.618890e-03 3.12999381e+05 3.10960148e+05 33 8
1.501399e+13 1.313448e+00 0.10 3.729684e-03 5.076870e-03 1.96485799e+05 1.95755692e+05 33 8
2.411269e+13 1.435382e+00 0.10 2.570787e-03 6.032241e-03 1.20948066e+05 1.20637931e+05 33 8
3.877223e+13 1.574834e+00 0.10 7.524650e-03 7.208558e-03 7.27421673e+04 7.21988959e+04 33 8
6.221031e+13 1.733869e+00 0.10 4.105286e-05 8.609487e-03 4.15065589e+04 4.15048550e+04 33 8
9.985682e+13 1.917005e+00 0.10 1.875460e-02 1.083343e-02 2.30008368e+04 2.25774066e+04 33 8
1.602659e+14 2.128669e+00 0.10 2.404862e-03 1.297633e-02 1.14113591e+04 1.13839822e+04 33 8
2.555554e+14 2.370930e+00 0.10 1.398760e-02 1.871488e-02 5.24341788e+03 5.17108677e+03 33 8
4.087686e+14 2.655209e+00 0.10 1.434854e-02 2.590050e-02 2.06329643e+03 2.03410993e+03 33 8
6.522809e+14 2.986637e+00 0.10 7.732057e-02 4.541975e-02 7.06546213e+02 6.55836558e+02 33 8
1.022711e+15 3.361008e+00 0.10 1.344571e-01 8.683343e-02 1.82099135e+02 1.60516548e+02 33 8
1.669052e+15 3.844240e+00 0.10 -2.157324e-01 1.679227e-01 2.10078061e+01 2.67865295e+01 33 8
2.463100e+15 4.296273e+00 0.10 -6.183563e-01 3.820170e-01 1.00027440e+00 2.62096393e+00 33 8
9.330592e+12 1.143207e+00 0.00 6.280730e-03 4.547728e-03 3.21762403e+05 3.19754114e+05 33 9
1.502443e+13 1.245554e+00 0.00 1.709051e-03 5.010027e-03 2.03769478e+05 2.03421820e+05 33 9
2.414372e+13 1.361347e+00 0.00 4.246500e-03 5.877116e-03 1.27570540e+05 1.27031103e+05 33 9
3.881989e+13 1.493604e+00 0.00 9.428210e-03 6.825629e-03 7.80357407e+04 7.73068752e+04 33 9
6.224315e+13 1.644214e+00 0.00 3.592537e-03 8.551287e-03 4.55600428e+04 4.53969526e+04 33 9
1.001473e+14 1.818826e+00 0.00 2.355967e-02 1.045396e-02 2.59745702e+04 2.53767035e+04 33 9
1.604395e+14 2.018873e+00 0.00 1.367759e-02 1.261773e-02 1.34340032e+04 1.32527377e+04 33 9
2.568602e+14 2.250791e+00 0.00 1.456707e-02 1.677814e-02 6.39222053e+03 6.30044154e+03 33 9
4.120490e+14 2.522602e+00 0.00 3.951273e-02 2.387169e-02 2.73402411e+03 2.63010162e+03 33 9
6.536662e+14 2.833439e+00 0.00 3.919384e-02 3.985541e-02 9.52735328e+02 9.16802323e+02 33 9
1.032231e+15 3.194798e+00 0.00 2.067627e-01 7.542570e-02 3.00162234e+02 2.48733446e+02 33 9
1.632236e+15 3.622349e+00 0.00 -1.171311e-01 1.405862e-01 4.20158863e+01 4.75901765e+01 33 9
2.525175e+15 4.103309e+00 0.00 -2.841722e-01 3.572108e-01 4.00107648e+00 5.58943962e+00 33 9
8.701247e+12 3.411799e+00 3.00 1.335394e-02 1.247188e-02 1.35061025e+04 1.33281196e+04 34 0
1.404597e+13 3.712821e+00 3.00 2.174938e-02 1.794899e-02 4.10023873e+03 4.01295937e+03 34 0
2.224591e+13 4.040623e+00 3.00 2.002170e-02 3.458675e-02 1.00851107e+03 9.88715312e+02 34 0
3.556256e+13 4.421012e+00 3.00 -3.071626e-02 7.607364e-02 1.82318169e+02 1.88095768e+02 34 0
5.590572e+13 4.839486e+00 3.00 -2.931536e-01 1.639707e-01 1.80919003e+01 2.55952346e+01 34 0
8.597300e+13 5.293013e+00 3.00 -1.081971e-01 6.305987e-01 2.00728937e+00 2.25082172e+00 34 0
8.831616e+12 2.587904e+00 2.00 1.384306e-02 7.454129e-03 7.48386474e+04 7.38167974e+04 34 1
1.421810e+13 2.815175e+00 2.00 -6.181402e-04 9.057306e-03 3.21068365e+04 3.21266953e+04 34 1
2.276219e+13 3.070213e+00 2.00 1.226495e-02 1.281393e-02 1.26414980e+04 1.24883292e+04 34 1
3.643880e+13 3.360790e+00 2.00 1.383530e-02 1.885087e-02 4.24815100e+03 4.19017861e+03 34 1
5.806134e+13 3.689820e+00 2.00 -2.770162e-02 3.095779e-02 1.12756263e+03 1.15968786e+03 34 1
9.330000e+13 4.074921e+00 2.00 -3.357435e-02 6.935616e-02 2.40820717e+02 2.49187008e+02 34 1
1.506354e+14 4.525051e+00 2.00 3.076035e-01 1.945354e-01 5.01175327e+01 3.83277759e+01 34 1
2.412650e+14 5.039568e+00 2.00 -4.703573e-01 3.745132e-01 2.00325373e+00 3.78227394e+00 34 1
8.914406e+12 1.784926e+00 1.00 2.191603e-03 5.212195e-03 2.10033512e+05 2.09574209e+05 34 2
1.436774e+13 1.942211e+00 1.00 -4.012851e-03 6.180735e-03 1.17318613e+05 1.17791292e+05 34 2
2.309580e+13 2.119962e+00 1.00 -7.011635e-03 7.448752e-03 6.25480230e+04 6.29896836e+04 34 2
3.709817e+13 2.322422e+00 1.00 6.012773e-03 9.300327e-03 3.17189158e+04 3.15293370e+04 34 2
5.976392e+13 2.555927e+00 1.00 9.680966e-03 1.245415e-02 1.45913742e+04 1.44514700e+04 34 2
9.543728e+13 2.819647e+00 1.00 -2.237539e-02 1.600182e-02 5.75627420e+03 5.88802098e+03 34 2
1.520177e+14 3.122340e+00 1.00 -2.126886e-02 2.428709e-02 2.00466858e+03 2.04823215e+03 34 2
2.460520e+14 3.486248e+00 1.00 -6.729382e-03 4.382361e-02 5.71914848e+02 5.75789555e+02 34 2
3.955672e+14 3.905999e+00 1.00 6.726868e-03 9.604055e-02 1.22134914e+02 1.21318818e+02 34 2
6.112718e+14 4.354903e+00 1.00 -1.515670e-02 2.353203e-01 1.70133855e+01 1.72752208e+01 34 2
9.958450e+14 4.946854e+00 1.00 3.888420e-01 9.820577e-01 2.00107601e+00 1.44082334e+00 34 2
8.924872e+12 1.669788e+00 0.85 3.079755e-03 4.983273e-03 2.31983930e+05 2.31271670e+05 34 3
1.438367e+13 1.816922e+00 0.85 -7.642293e-03 5.810998e-03 1.32677237e+05 1.33699004e+05 34 3
2.312812e+13 1.983332e+00 0.85 -2.495700e-03 7.048328e-03 7.38847574e+04 7.40696130e+04 34 3
3.718124e+13 2.173126e+00 0.85 -1.297808e-03 8.655452e-03 3.87174752e+04 3.87677884e+04 34 3
5.974644e+13 2.390425e+00 0.85 7.345296e-03 1.139908e-02 1.89434065e+04 1.88052762e+04 34 3
9.560639e+13 2.638228e+00 0.85 6.168867e-03 1.501717e-02 8.28771012e+03 8.23689780e+03 34 3
1.536669e+14 2.927401e+00 0.85 -2.649523e-02 2.093236e-02 3.06106821e+03 3.14437925e+03 34 3
2.470166e+14 3.263690e+00 0.85 -6.339312e-02 3.389965e-02 9.33488698e+02 9.96670772e+02 34 3
3.913862e+14 3.643806e+00 0.85 2.791749e-02 6.331172e-02 2.52281006e+02 2.45429237e+02 34 3
6.138956e+14 4.077611e+00 0.85 -4.220535e-02 1.475111e-01 4.10321745e+01 4.28402630e+01 34 3
1.017263e+15 4.653221e+00 0.85 4.999933e-01 5.641571e-01 7.00370401e+00 4.66915687e+00 34 3
8.927949e+12 1.557009e+00 0.70 2.780978e-03 4.896043e-03 2.52225970e+05 2.51526480e+05 34 4
1.438289e+13 1.694087e+00 0.70 -5.898488e-03 5.576411e-03 1.48277727e+05 1.49157531e+05 34 4
2.315781e+13 1.849712e+00 0.70 -3.922923e-04 6.676325e-03 8.52891409e+04 8.53226123e+04 34 4
3.724308e+13 2.026892e+00 0.70 1.068948e-04 8.144432e-03 4.65084172e+04 4.65034463e+04 34 4
5.993897e+13 2.230313e+00 0.70 5.120119e-03 1.031081e-02 2.38718674e+04 2.37502633e+04 34 4
9.621297e+13 2.463230e+00 0.70 9.059802e-03 1.323490e-02 1.12123046e+04 1.11116354e+04 34 4
1.537869e+14 2.729995e+00 0.70 -1.836982e-02 1.784266e-02 4.53246008e+03 4.61727864e+03 34 4
2.469591e+14 3.042908e+00 0.70 -5.748884e-02 2.844282e-02 1.53945535e+03 1.63335503e+03 34 4
3.977982e+14 3.411037e+00 0.70 3.274031e-03 4.951824e-02 4.65511993e+02 4.63992866e+02 34 4
6.143484e+14 3.802690e+00 0.70 4.422950e-03 1.033286e-01 9.80768598e+01 9.76449809e+01 34 4
9.893142e+14 4.306472e+00 0.70 -1.179491e-01 2.521170e-01 1.20064894e+01 1.36120148e+01 34 4
1.536267e+15 4.855641e+00 0.70 1.790702e+00 1.609629e+00 3.00115090e+00 1.07541092e+00 34 4
8.940419e+12 1.447792e+00 0.55 3.050646e-03 4.823497e-03 2.70583983e+05 2.69761037e+05 34 5
1.440847e+13 1.575379e+00 0.55 -5.016976e-03 5.379458e-03 1.62833922e+05 1.63654975e+05 34 5
2.319382e+13 1.720050e+00 0.55 -3.585396e-03 6.353193e-03 9.59952000e+04 9.63406193e+04 34 5
3.734503e+13 1.885272e+00 0.55 3.607180e-03 7.723109e-03 5.46493536e+04 5.44529321e+04 34 5
5.997960e+13 2.073653e+00 0.55 -1.142773e-03 9.594041e-03 2.90959400e+04 2.91292281e+04 34 5
9.643369e+13 2.291017e+00 0.55 1.580328e-02 1.220978e-02 1.46907935e+04 1.44622426e+04 34 5
1.545874e+14 2.540838e+00 0.55 3.546552e-03 1.691386e-02 6.51096403e+03 6.48795416e+03 34 5
2.482392e+14 2.832204e+00 0.55 -5.839584e-02 2.232513e-02 2.38679190e+03 2.53481453e+03 34 5
3.973367e+14 3.170097e+00 0.55 -1.929521e-02 3.778824e-02 8.03884954e+02 8.19701265e+02 34 5
6.250547e+14 3.550728e+00 0.55 3.767412e-02 7.110660e-02 2.12164040e+02 2.04461146e+02 34 5
1.006446e+15 4.021834e+00 0.55 -7.420083e-02 1.611654e-01 3.30176080e+01 3.56638990e+01 34 5
1.727875e+15 4.664973e+00 0.55 5.479254e-02 5.263601e-01 4.00140008e+00 3.79354226e+00 34 5
8.949487e+12 1.342611e+00 0.40 9.644005e-04 4.738215e-03 2.85839835e+05 2.85564437e+05 34 6
1.442108e+13 1.460903e+00 0.40 -2.784376e-03 5.124660e-03 1.76272780e+05 1.76764960e+05 34 6
2.322809e+13 1.595254e+00 0.40 -3.758073e-03 6.175341e-03 1.06334303e+05 1.06735422e+05 34 6
3.737843e+13 1.748309e+00 0.40 9.094016e-04 7.381647e-03 6.23617084e+04 6.23050481e+04 34 6
6.006536e+13 1.923230e+00 0.40 3.663679e-03 8.968471e-03 3.48574958e+04 3.47302553e+04 34 6
9.683041e+13 2.126075e+00 0.40 1.197819e-02 1.114980e-02 1.83968925e+04 1.81791393e+04 34 6
1.550378e+14 2.357371e+00 0.40 1.819523e-05 1.469436e-02 8.73202553e+03 8.73186665e+03 34 6
2.481311e+14 2.625716e+00 0.40 -1.752987e-02 2.065965e-02 3.66282109e+03 3.72817554e+03 34 6
3.971300e+14 2.938900e+00 0.40 -2.400176e-02 3.010102e-02 1.32145523e+03 1.35395247e+03 34 6
6.327252e+14 3.302480e+00 0.40 1.760416e-02 5.404217e-02 4.00306586e+02 3.93381434e+02 34 6
1.006458e+15 3.729005e+00 0.40 -2.266632e-02 1.073901e-01 8.20437533e+01 8.39465114e+01 34 6
1.581827e+15 4.219516e+00 0.40 -5.735999e-02 2.816972e-01 1.10041248e+01 1.16737298e+01 34 6
2.723900e+15 4.930527e+00 0.40 1.189309e-01 1.120025e+00 1.00024542e+00 8.93929575e-01 34 6
8.954347e+12 1.242527e+00 0.25 1.360147e-03 4.677504e-03 2.99187174e+05 2.98780788e+05 34 7
1.443559e+13 1.352120e+00 0.25 -3.453245e-03 4.953148e-03 1.87576012e+05 1.88226003e+05 34 7
2.323292e+13 1.476256e+00 0.25 -9.883166e-04 6.152400e-03 1.16092709e+05 1.16207559e+05 34 7
3.743633e+13 1.618323e+00 0.25 4.177394e-03 6.873533e-03 7.00665711e+04 6.97750930e+04 34 7
6.019894e+13 1.780509e+00 0.25 8.024498e-03 8.726343e-03 4.06459499e+04 4.03223830e+04 34 7
9.703806e+13 1.968308e+00 0.25 -3.047737e-03 9.958579e-03 2.20408494e+04 2.21082295e+04 34 7
1.554605e+14 2.182769e+00 0.25 1.234051e-02 1.414943e-02 1.14151227e+04 1.12759715e+04 34 7
2.499560e+14 2.433932e+00 0.25 -9.720910e-03 1.833659e-02 5.15514541e+03 5.20575004e+03 34 7
4.002711e+14 2.724821e+00 0.25 -1.006741e-02 2.326631e-02 2.07326921e+03 2.09435392e+03 34 7
6.410005e+14 3.066199e+00 0.25 -9.830065e-03 3.963875e-02 6.89522756e+02 6.96368099e+02 34 7
1.015754e+15 3.459204e+00 0.25 -7.085622e-02 7.395928e-02 1.65087411e+02 1.77676926e+02 34 7
1.577880e+15 3.901885e+00 0.25 1.169579e-01 1.825896e-01 3.50131500e+01 3.13468854e+01 34 7
